primary_mood,primary_mood_weight,secondary_mood,secondary_mood_weight,introspection,temper,attitude,sensitivity,News_ID
grief,0.7591,loathing,0.3636,-0.9105,0.0,-0.78,0.0,N15486
eagerness,0.5727,serenity,0.7576,0.0,0.25,0.131,0.519,N12034
ecstasy,0.297,delight,0.17989999999999998,0.758,0.0,0.7193999999999999,0.0,N20428
ecstasy,0.8606,calmness,0.5409,0.9440000000000001,0.5085000000000001,0.14400000000000002,0.0,N58755
loathing,0.4303,grief,0.2348,-0.7375,0.0,-0.802,0.0,N3711
terror,0.903,anger,0.6152000000000001,0.0,-0.5329999999999999,-0.48700000000000004,-0.958,N54827
ecstasy,0.4561,delight,0.42729999999999996,0.8105,0.0,0.8009999999999999,0.0,N292
serenity,0.8090999999999999,acceptance,0.45530000000000004,0.0,0.267,0.1503,0.0,N1476
ecstasy,0.5848,delight,0.17579999999999998,0.853,0.0,0.718,0.0,N2031
loathing,0.3455,sadness,0.997,-0.659,0.0,-0.774,-0.6509999999999999,N10114
ecstasy,0.6,delight,0.4318,0.858,0.0,0.8025,-0.159,N30915
enthusiasm,0.35450000000000004,,,0.992,0.17300000000000001,0.152,0.777,N58295
grief,0.7879,rage,0.33030000000000004,-0.92,-0.769,-0.42450000000000004,0.0,N61859
ecstasy,0.7484999999999999,enthusiasm,0.6848000000000001,0.907,0.17600000000000002,0.7575,0.8859999999999999,N26252
ecstasy,0.9106000000000001,delight,0.4985,0.9605,0.0,0.8245,0.0,N7015
ecstasy,0.3788,delight,0.3455,0.785,0.48450000000000004,0.774,0.0,N29162
terror,0.8364,disgust,0.9833,-0.507,0.0,-0.6545000000000001,-0.9359999999999999,N19921
sadness,0.7787999999999999,fear,0.3667,-0.5870000000000001,0.0,0.0,-0.451,N21114
grief,0.8136,loathing,0.2818,-0.9285,0.0,-0.753,0.0,N29168
grief,0.8303,terror,0.6758,-0.934,0.0,-0.7759999999999999,-0.883,N1345
ecstasy,0.7667,delight,0.1364,0.9129999999999999,0.611,0.705,0.0,N26457
sadness,0.5788,fear,0.2636,-0.521,0.0,-0.233,-0.41700000000000004,N61373
,,,,,,,,N18586
grief,0.7757999999999999,loathing,0.2879,-0.9159999999999999,0.0,-0.755,-0.195,N13265
annoyance,0.9120999999999999,,,0.0,-0.301,0.0,0.0,N47123
ecstasy,0.7545000000000001,delight,0.48479999999999995,0.909,0.0,0.82,0.0,N8
ecstasy,0.8273,calmness,0.5515,0.9329999999999999,0.512,0.47,0.0,N60427
terror,0.7696999999999999,loathing,0.2576,0.0,-0.16899999999999998,-0.745,-0.914,N57704
joy,0.997,,,0.659,0.0,0.0,0.0,N16372
eagerness,0.7879,serenity,0.8848,0.276,0.292,0.091,0.59,N60313
enthusiasm,0.8212,ecstasy,0.6848000000000001,0.8859999999999999,0.0,0.752,0.9309999999999999,N64839
ecstasy,0.6242,enthusiasm,0.39390000000000003,0.866,0.177,0.4393,0.79,N1090
fear,0.6136,dislike,0.42729999999999996,0.0,0.0,-0.141,-0.5325,N26289
anxiety,0.6970000000000001,,,0.0,0.0,0.0,-0.23,N5582
grief,0.5803,loathing,0.297,-0.8515,0.0,-0.758,-0.324,N15690
ecstasy,0.7515000000000001,delight,0.1477,0.9079999999999999,0.293,0.7088,0.0,N46597
sadness,0.6061,anxiety,0.9181999999999999,-0.53,0.0,0.0,-0.303,N64257
ecstasy,0.7152,delight,0.3197,0.8959999999999999,0.0,0.7655,0.0,N9253
disgust,0.6636,fear,0.297,0.0,0.0,-0.5489999999999999,-0.428,N62816
enthusiasm,0.8029999999999999,ecstasy,0.2667,0.748,0.319,0.6088,0.925,N41217
ecstasy,0.597,delight,0.43939999999999996,0.857,0.748,0.805,0.0,N61565
ecstasy,0.9576,eagerness,0.4515,0.976,0.0,0.248,0.479,N54893
grief,0.8242,terror,0.5848,-0.932,0.0,-0.7575,-0.853,N6518
ecstasy,0.9303,delight,0.3788,0.9670000000000001,0.0,0.785,0.0,N44983
rage,0.4061,sadness,0.4561,-0.4805,-0.794,0.0,0.0,N53379
rage,0.7576,grief,0.6212,-0.865,-0.91,-0.7535,0.0,N57880
grief,0.8393999999999999,rage,0.4152,-0.937,-0.797,-0.7105,0.0,N37754
ecstasy,0.8636,enthusiasm,0.7364,0.945,0.0,0.7479,0.903,N17867
ecstasy,0.7242000000000001,delight,0.4485,0.899,0.0,0.8079999999999999,0.0,N62227
ecstasy,0.797,delight,0.33030000000000004,0.9229999999999999,0.0,0.769,0.0,N50741
terror,0.3924,loathing,0.1909,0.0,-0.488,-0.723,-0.7895,N60186
anger,0.5212,dislike,0.5424,0.0,-0.502,-0.179,0.0,N10111
ecstasy,0.9909,delight,0.6788,0.987,0.0,0.884,0.8109999999999999,N27186
delight,0.903,joy,0.897,0.626,0.17600000000000002,0.958,0.0,N36798
disgust,0.3212,,,0.0,0.0,-0.436,0.0,N62957
ecstasy,0.672,delight,0.3636,0.8818,0.0,0.78,0.0,N27807
ecstasy,0.9788,delight,0.21059999999999998,0.983,0.0,0.7295,0.659,N62240
ecstasy,0.8484999999999999,pleasantness,0.8652,0.94,0.0,0.6154999999999999,0.0,N51125
melancholy,0.6818000000000001,anxiety,0.4939,-0.225,0.0,0.0,-0.163,N50165
serenity,0.5091,acceptance,0.4788,0.0,0.168,0.158,0.113,N49735
grief,0.35,loathing,0.1,-0.7755,0.0,-0.693,0.0,N34848
grief,0.9242,loathing,0.39390000000000003,-0.965,-0.424,-0.79,-0.7425,N34451
ecstasy,0.7545000000000001,delight,0.37729999999999997,0.909,0.0,0.7845,0.0,N59560
loathing,0.2818,grief,0.1833,-0.7204999999999999,0.0,-0.753,-0.45399999999999996,N29407
enthusiasm,0.8212,delight,0.34240000000000004,0.0,0.0,0.773,0.9309999999999999,N48621
ecstasy,0.8409,delight,0.4561,0.9375,0.22699999999999998,0.8105,0.0,N9273
joy,0.5515,pleasantness,0.3803,0.512,0.0,0.45549999999999996,0.0,N26641
ecstasy,0.4288,pleasantness,0.9591,0.8015000000000001,0.0,0.6465000000000001,0.0,N3240
ecstasy,0.8477,enthusiasm,0.6347999999999999,0.9398000000000001,0.0,0.6004999999999999,0.8695,N37617
ecstasy,0.7121,enthusiasm,0.5075999999999999,0.895,0.321,0.4495,0.8275,N14388
ecstasy,0.503,pleasantness,0.3667,0.826,0.17,0.451,0.0,N5032
ecstasy,0.6788,enthusiasm,0.5727,0.884,0.46649999999999997,0.6075,0.8490000000000001,N40386
ecstasy,0.3564,,,0.7776000000000001,0.0,0.0,0.0,N55952
melancholy,0.6515000000000001,anxiety,0.6015,-0.215,0.0,0.0,-0.1985,N21842
ecstasy,0.7326,delight,0.4303,0.9018,0.0,0.802,0.747,N41495
ecstasy,0.5954999999999999,bliss,0.4576,0.8565,0.8109999999999999,0.794,0.0,N24048
ecstasy,0.7,,,0.8909999999999999,0.0,0.0,0.0,N11681
ecstasy,0.7848,pleasantness,0.3,0.919,0.319,0.429,0.0,N54113
ecstasy,0.8545,enthusiasm,0.6818000000000001,0.9420000000000001,0.22699999999999998,0.0,0.885,N59451
grief,0.897,rage,0.6455,-0.956,-0.873,-0.7945,-0.847,N4809
,,,,,,,,N36111
ecstasy,0.703,pleasantness,0.5682,0.892,0.0,0.5175,0.0,N24588
ecstasy,0.6697,delight,0.3394,0.8809999999999999,0.0,0.772,0.0,N40909
grief,0.9606,,,-0.977,0.0,0.0,0.0,N6104
delight,0.6152000000000001,ecstasy,0.5485,0.841,0.0,0.863,0.0,N33289
loathing,0.4152,terror,0.3833,0.0,-0.32799999999999996,-0.797,-0.7865000000000001,N33560
loathing,0.3697,sadness,0.7015,-0.5615,-0.107,-0.782,0.0,N29989
grief,0.2788,anger,0.6152000000000001,-0.752,-0.5329999999999999,-0.48700000000000004,-0.51,N39306
ecstasy,0.6371,enthusiasm,0.5455,0.8703,0.0,0.764,0.84,N33514
sadness,0.5364,,,-0.507,0.0,0.0,0.0,N63980
ecstasy,0.6606000000000001,delight,0.3273,0.878,0.0,0.768,0.0,N15272
sadness,0.6939,anger,0.6667000000000001,-0.5589999999999999,-0.55,-0.5246999999999999,0.0,N59956
ecstasy,0.7686,enthusiasm,0.3667,0.9136,0.0,0.7755,0.7809999999999999,N61801
ecstasy,0.7136,enthusiasm,0.5727,0.8955,0.0,0.7925,0.8490000000000001,N1836
grief,0.5939,disgust,0.5167,-0.856,0.0,-0.5005,0.0,N10880
ecstasy,0.5606,delight,0.303,0.845,0.0,0.76,0.0,N1053
terror,0.6606000000000001,loathing,0.4939,0.0,0.0,-0.823,-0.878,N41459
delight,0.3091,,,0.9940000000000001,0.0,0.762,0.22699999999999998,N29974
grief,0.7864,loathing,0.36210000000000003,-0.9195,0.0,-0.7795000000000001,-0.723,N19003
ecstasy,0.9394,eagerness,0.4515,0.97,0.168,0.299,0.479,N58554
ecstasy,0.6833,eagerness,0.6227,0.8855,0.23199999999999998,0.45399999999999996,0.5355,N54908
ecstasy,0.8409,pleasantness,0.1867,0.9375,0.27449999999999997,0.39159999999999995,0.0,N4586
anxiety,0.9848,,,0.0,0.0,0.20550000000000002,-0.325,N40011
delight,0.051500000000000004,joy,0.7909,0.591,0.0,0.677,0.0,N9997
grief,0.9242,terror,0.6212,-0.965,-0.327,-0.46549999999999997,-0.865,N7118
terror,0.8181999999999999,loathing,0.34240000000000004,0.0,0.0,-0.773,-0.93,N1145
ecstasy,0.9606,enthusiasm,0.5424,0.977,0.5515,0.7059000000000001,0.8390000000000001,N48007
serenity,0.8545,,,0.0,0.282,0.0,0.0,N2181
grief,0.6758,loathing,0.39390000000000003,-0.883,0.0,-0.79,0.0,N37248
ecstasy,0.6242,delight,0.40299999999999997,0.866,0.0,0.7929999999999999,0.0,N45536
enthusiasm,0.8454999999999999,delight,0.3818,0.557,0.0,0.7859999999999999,0.9390000000000001,N9697
ecstasy,0.7454999999999999,bliss,0.3515,0.9059999999999999,0.7759999999999999,0.23399999999999999,0.59,N47928
calmness,0.7667,,,0.0,0.583,0.0,0.0,N42462
grief,0.7,loathing,0.4061,-0.8909999999999999,0.0,-0.794,0.0,N54336
grief,0.8787999999999999,loathing,0.36060000000000003,-0.95,0.0,-0.779,0.0,N51444
enthusiasm,0.503,delight,0.3212,0.0,0.0,0.7659999999999999,0.826,N36145
ecstasy,0.6258,bliss,0.4606,0.8665,0.812,0.469,0.0,N52158
ecstasy,0.9106000000000001,delight,0.3788,0.9605,0.7735,0.785,0.0,N58463
ecstasy,0.9909,enthusiasm,0.16210000000000002,0.987,0.0,0.608,0.7134999999999999,N55700
delight,0.5212,,,0.9940000000000001,0.0,0.8320000000000001,0.0,N47974
ecstasy,0.8348,delight,0.228,0.9355,0.0,0.7353000000000001,0.42700000000000005,N1711
serenity,0.5576,acceptance,0.39390000000000003,0.0,0.184,0.13,0.0,N26578
ecstasy,0.8029999999999999,enthusiasm,0.4424,0.925,0.0,0.6865000000000001,0.8059999999999999,N23964
terror,0.9939,loathing,0.4788,0.0,-0.32799999999999996,-0.818,-0.988,N54784
ecstasy,0.8045,delight,0.3273,0.9255,0.0,0.768,0.755,N22580
bliss,0.8787999999999999,ecstasy,0.8090999999999999,0.927,0.95,0.758,0.0,N48471
grief,0.9606,terror,0.903,-0.977,0.0,-0.7909999999999999,-0.958,N22251
ecstasy,0.49700000000000005,delight,0.3515,0.8240000000000001,0.0,0.7759999999999999,0.0,N43018
rage,0.7939,fear,0.6379,-0.501,-0.922,0.0,-0.5405,N38668
enthusiasm,0.9484999999999999,ecstasy,0.9303,0.9670000000000001,0.0,0.7454999999999999,0.973,N32194
ecstasy,0.5394,delight,0.21359999999999998,0.838,0.0,0.7304999999999999,0.0,N40299
calmness,1.0,,,0.0,0.66,0.0,0.0,N726
ecstasy,0.7,enthusiasm,0.5727,0.8909999999999999,0.0,0.779,0.8490000000000001,N790
ecstasy,0.6970000000000001,pleasantness,0.8818,0.89,0.0,0.621,0.0,N57185
delight,0.6303,,,0.0,0.0,0.868,0.0,N18877
pleasantness,0.45380000000000004,serenity,0.6121,0.0,0.20199999999999999,0.47979999999999995,0.0,N12701
sadness,0.703,,,-0.562,0.0,0.0,0.0,N31244
ecstasy,0.9773000000000001,delight,0.1333,0.9825,0.695,0.7040000000000001,0.0,N50636
sadness,0.6167,annoyance,0.6591,-0.5335,-0.2175,0.0,0.0,N19937
pleasantness,0.997,,,0.0,0.0,0.659,0.659,N29845
ecstasy,0.9303,enthusiasm,0.8303,0.9670000000000001,0.298,0.4535,0.934,N61270
,,,,,,,,N53436
sadness,0.703,dislike,0.6864,-0.562,0.0,-0.22649999999999998,0.0,N21907
delight,0.16670000000000001,eagerness,0.997,0.6275,0.11699999999999999,0.715,0.659,N36750
eagerness,0.7879,calmness,0.40149999999999997,0.0,0.4625,0.0,0.59,N4891
enthusiasm,0.8120999999999999,contentment,0.5485,0.18100000000000002,0.0,0.11599999999999999,0.9279999999999999,N56683
disgust,0.7757999999999999,melancholy,0.8726999999999999,-0.28800000000000003,0.0,-0.586,0.0,N41906
contentment,0.6970000000000001,acceptance,0.4,0.23,0.0,0.132,0.0,N21731
bliss,0.397,pleasantness,0.997,0.0,0.7909999999999999,0.659,0.659,N2834
anger,0.5121,fear,0.39390000000000003,0.0,-0.499,0.0,-0.46,N42101
,,,,,,,,N13407
ecstasy,0.4227,delight,0.1894,0.7995,0.0,0.7225,0.659,N12188
bliss,0.7909,enthusiasm,0.5182,0.0,0.9209999999999999,0.805,0.831,N54214
ecstasy,0.9061,responsiveness,0.9848,0.9590000000000001,0.0,0.087,0.325,N40397
ecstasy,0.6553,delight,0.4303,0.8763,0.6,0.802,0.0,N10827
calmness,0.7787999999999999,,,0.0,0.5870000000000001,0.0,0.0,N61074
ecstasy,0.9606,delight,0.4061,0.977,0.0,0.794,0.0,N45394
ecstasy,0.9576,delight,0.3091,0.976,0.0,0.762,0.0,N37399
grief,0.3197,fear,0.8758,-0.7655,0.0,0.0,-0.619,N50054
bliss,0.8423999999999999,,,0.998,0.938,0.7497,0.871,N22303
grief,0.8364,,,-0.9359999999999999,0.0,0.0,0.0,N49211
ecstasy,0.903,eagerness,0.997,0.958,0.0,0.588,0.659,N23990
ecstasy,0.5886,delight,0.0572,0.8543000000000001,0.0,0.6789000000000001,0.0,N17991
delight,0.7394,ecstasy,0.603,0.8590000000000001,0.0,0.904,0.0,N1735
ecstasy,0.8364,enthusiasm,0.7364,0.9359999999999999,0.0,0.8045,0.903,N6933
ecstasy,0.9197,delight,0.2909,0.9634999999999999,0.0,0.7559999999999999,0.0,N5759
ecstasy,0.7242000000000001,enthusiasm,0.6848000000000001,0.899,0.7609999999999999,0.787,0.8859999999999999,N19906
enthusiasm,0.8726999999999999,calmness,0.5091,0.486,0.498,0.0,0.948,N8381
sadness,0.7636,fear,0.5273,-0.5820000000000001,-0.424,0.0,-0.504,N51639
rage,0.7787999999999999,grief,0.6576000000000001,-0.877,-0.917,-0.8025,-0.855,N19219
ecstasy,0.5742,enthusiasm,0.4576,0.8495,0.753,0.621,0.8109999999999999,N15748
ecstasy,0.8227,enthusiasm,0.3909,0.9315000000000001,0.0,0.764,0.789,N9071
fear,0.8697,,,0.0,0.0,0.0,-0.617,N5518
grief,0.8879,fear,0.586,-0.953,-0.32899999999999996,-0.46380000000000005,-0.5234000000000001,N1284
grief,0.5856,loathing,0.397,-0.8533,0.0,-0.7909999999999999,-0.45399999999999996,N63504
ecstasy,0.7424,pleasantness,0.5652,0.905,0.46549999999999997,0.5165,0.0,N60697
ecstasy,0.8576,delight,0.4303,0.943,0.0,0.802,0.0,N25838
ecstasy,0.3189,pleasantness,0.8508,0.7652,0.0,0.6108,0.0,N33313
ecstasy,0.3061,delight,0.17420000000000002,0.7609999999999999,0.313,0.7175,0.0,N45144
enthusiasm,0.7742,,,0.998,0.322,0.5992999999999999,0.9155,N44534
ecstasy,0.8621,bliss,0.6,0.9445,0.858,0.7825,0.0,N36838
contentment,0.8181999999999999,serenity,0.5697,0.27,0.188,0.156,0.0,N56493
ecstasy,0.6758,bliss,0.2667,0.883,0.748,0.0,0.5329999999999999,N63146
bliss,0.9636,enthusiasm,0.7515000000000001,0.0,0.978,0.742,0.9079999999999999,N3578
grief,0.8423999999999999,loathing,0.2924,-0.938,0.0,-0.7565000000000001,0.0,N19091
terror,0.9727,,,-0.966,-1.0,-0.7783,-0.981,N33844
grief,0.7757999999999999,loathing,0.4364,-0.9159999999999999,0.0,-0.804,0.0,N21596
ecstasy,0.6242,delight,0.40299999999999997,0.866,0.0,0.7929999999999999,0.45399999999999996,N61364
delight,0.3667,joy,0.8484999999999999,0.61,0.0,0.7809999999999999,0.0,N42387
anger,0.9636,sadness,0.747,-0.5765,-0.648,-0.131,0.0,N6975
annoyance,0.7182,anxiety,0.5152,0.0,-0.237,0.0,-0.17,N36578
ecstasy,0.5515,enthusiasm,0.303,0.8420000000000001,0.23199999999999998,0.106,0.76,N59391
joy,0.603,,,0.529,0.0,0.0,0.0,N49880
loathing,0.3061,sadness,0.7167,-0.5665,-0.424,-0.7609999999999999,-0.46,N26135
grief,0.85,disgust,0.5379,-0.9405,-0.501,-0.5075,0.0,N59441
pleasantness,0.4758,contentment,0.9484999999999999,0.313,0.0,0.48700000000000004,0.0,N27866
ecstasy,0.1447,pleasantness,0.6174000000000001,0.7078,0.257,0.5338,0.0,N39678
grief,0.5848,loathing,0.2879,-0.853,0.0,-0.755,0.0,N59182
ecstasy,0.7,delight,0.36060000000000003,0.8909999999999999,0.17600000000000002,0.779,0.0,N58260
pleasantness,0.4409,contentment,0.9484999999999999,0.313,0.0,0.4755,0.0,N27643
ecstasy,0.797,pleasantness,0.3712,0.9229999999999999,0.298,0.4525,0.0,N15085
ecstasy,0.9576,,,0.976,0.0,0.0,0.0,N22910
rage,0.8879,grief,0.7409,-0.9045000000000001,-0.953,-0.769,0.0,N1685
grief,0.8423999999999999,loathing,0.3455,-0.938,0.0,-0.774,0.0,N13798
sadness,0.6923999999999999,anxiety,0.2848,-0.5585,0.0,0.0,-0.094,N1502
grief,0.7061,terror,0.6182,-0.893,0.0,-0.7829999999999999,-0.8640000000000001,N51249
ecstasy,0.6686,,,0.8806,0.0,0.8145,0.9990000000000001,N21920
ecstasy,0.7242000000000001,pleasantness,0.3985,0.899,0.292,0.46149999999999997,0.0,N33005
,,,,,,,,N18747
grief,0.7333,loathing,0.43939999999999996,-0.902,0.0,-0.805,-0.774,N38246
terror,0.9061,grief,0.903,-0.958,0.0,-0.848,-0.9590000000000001,N10186
terror,0.7,anger,0.7273000000000001,0.0,-0.57,-0.528,-0.8909999999999999,N39153
ecstasy,0.9667,enthusiasm,0.5409,0.9790000000000001,0.0,0.0,0.8384999999999999,N43182
grief,0.6758,loathing,0.2818,-0.883,-0.315,-0.753,0.0,N54255
grief,0.9181999999999999,,,-0.963,0.0,0.0,0.0,N44681
contentment,0.9364,serenity,0.6288,0.309,0.2075,0.1045,0.0,N8859
grief,0.8484999999999999,terror,0.6333,-0.94,0.0,-0.7735,-0.8690000000000001,N9818
grief,0.6758,loathing,0.2818,-0.883,-0.301,-0.753,0.0,N47173
enthusiasm,0.6455,calmness,0.1045,0.0,0.36450000000000005,0.0,0.873,N49417
ecstasy,0.5864,enthusiasm,0.39390000000000003,0.8534999999999999,0.0,0.728,0.79,N15894
grief,0.9181999999999999,fear,0.029500000000000002,-0.963,0.0,-0.13,-0.3397,N10202
bliss,0.6909000000000001,delight,0.3667,0.0,0.888,0.7809999999999999,0.253,N24865
sadness,0.5121,fear,0.3091,-0.499,-0.18100000000000002,0.0,-0.43200000000000005,N61906
melancholy,0.8726999999999999,anxiety,0.33030000000000004,-0.28800000000000003,0.0,0.0,-0.109,N10564
disgust,0.6576000000000001,anger,0.6545000000000001,-0.439,-0.546,-0.547,0.0,N39906
enthusiasm,0.7045,delight,0.3848,0.0,0.0,0.787,0.8925,N21598
enthusiasm,0.9423999999999999,ecstasy,0.8212,0.9309999999999999,0.0,0.72,0.971,N9944
contentment,0.6970000000000001,acceptance,0.4,0.23,0.0,0.132,0.0,N10454
ecstasy,0.9879000000000001,delight,0.4515,0.986,0.0,0.809,0.0,N32676
ecstasy,0.9181999999999999,delight,0.6545000000000001,0.963,0.0,0.8759999999999999,0.0,N54349
grief,0.9091,terror,0.7681999999999999,-0.96,0.0,-0.779,-0.9135,N26097
delight,0.7045,,,0.998,0.0,0.8925,0.526,N51966
ecstasy,0.9545,delight,0.2386,0.975,0.0,0.7387999999999999,0.0,N59041
calmness,0.6347999999999999,joy,0.5424,0.509,0.5395,0.0,0.0,N29983
enthusiasm,0.6848000000000001,,,0.0,0.0,0.0,0.8859999999999999,N5789
grief,0.8,loathing,0.4576,-0.924,0.0,-0.8109999999999999,0.0,N64015
ecstasy,0.6402,enthusiasm,0.5121,0.8713,0.0,0.7304999999999999,0.8290000000000001,N31331
grief,0.7424,loathing,0.4788,-0.905,0.0,-0.818,-0.5765,N44251
enthusiasm,0.3394,,,0.998,0.17600000000000002,0.0,0.772,N14093
grief,0.5856,loathing,0.397,-0.8533,0.0,-0.7909999999999999,-0.45399999999999996,N40559
pleasantness,0.7394,calmness,0.5121,0.0,0.499,0.574,0.0,N35835
ecstasy,0.7015,delight,0.3394,0.8915000000000001,0.0,0.772,0.0,N51378
ecstasy,0.7924,delight,0.4485,0.9215000000000001,0.0,0.8079999999999999,0.754,N9900
bliss,0.9636,enthusiasm,0.5424,0.0,0.978,0.753,0.8390000000000001,N45863
ecstasy,0.7462000000000001,enthusiasm,0.030299999999999997,0.9063,0.5515,0.6173,0.67,N61450
ecstasy,0.6636,delight,0.3667,0.879,0.0,0.7809999999999999,0.0,N35272
enthusiasm,0.9061,delight,0.7212000000000001,0.18600000000000003,0.0,0.898,0.9590000000000001,N23587
ecstasy,0.7424,bliss,0.2576,0.905,0.745,0.0,0.0,N2186
ecstasy,0.8393999999999999,delight,0.16210000000000002,0.937,0.0,0.7134999999999999,0.0,N42580
ecstasy,0.6984999999999999,bliss,0.0742,0.8905,0.6845,0.106,0.0,N58433
loathing,0.8576,fear,0.5273,0.0,-0.457,-0.943,-0.504,N26866
ecstasy,0.9515,enthusiasm,0.6485,0.9740000000000001,0.0,0.7855,0.8740000000000001,N26868
,,,,,,,,N9542
ecstasy,0.8181999999999999,enthusiasm,0.6545000000000001,0.93,0.0,0.7609999999999999,0.8759999999999999,N18909
,,,,,,,,N59633
dislike,0.9879000000000001,,,0.0,0.0,-0.326,0.0,N64849
ecstasy,0.603,pleasantness,0.0848,0.8590000000000001,0.292,0.358,0.0,N26330
eagerness,0.5727,joy,0.5515,0.512,0.237,0.147,0.519,N45422
ecstasy,0.9364,pleasantness,0.7152,0.9690000000000001,0.5065,0.5660000000000001,0.0,N26661
ecstasy,0.5311,pleasantness,0.9591,0.8353,0.0,0.6465000000000001,0.0,N30713
anger,0.8909,fear,0.5,0.0,-0.624,0.0,-0.495,N40737
terror,0.8726999999999999,grief,0.7667,-0.9129999999999999,0.0,-0.785,-0.948,N58393
ecstasy,0.8484999999999999,delight,0.7212000000000001,0.94,0.0,0.898,0.8140000000000001,N39643
ecstasy,0.8697,delight,0.3924,0.9470000000000001,0.7829999999999999,0.7895,0.0,N37042
ecstasy,0.5485,,,0.841,0.9990000000000001,0.777,0.0,N55116
grief,0.8667,terror,0.7620999999999999,-0.946,0.0,-0.8140000000000001,-0.9115000000000001,N40076
ecstasy,0.8818,delight,0.19469999999999998,0.951,0.493,0.7243,0.32899999999999996,N20339
ecstasy,0.5,delight,0.303,0.825,0.0,0.76,0.0,N50547
grief,0.6242,loathing,0.3697,-0.866,0.0,-0.782,0.0,N6836
disgust,0.7379000000000001,,,0.0,0.0,-0.5735,0.0,N38983
fear,0.6545000000000001,dislike,0.9152,0.0,0.0,-0.302,-0.546,N51733
terror,0.0833,anger,0.2848,0.0,-0.424,0.0,-0.6875,N43790
fear,0.7894,dislike,0.44549999999999995,0.0,0.0,-0.147,-0.5905,N35408
rage,0.7606,,,0.0,-0.9109999999999999,0.0,0.0,N6721
ecstasy,0.9848,,,0.985,0.0,0.0,0.0,N36240
ecstasy,0.9606,enthusiasm,0.7508,0.977,0.0,0.773,0.9078,N57992
ecstasy,0.797,enthusiasm,0.3,0.9229999999999999,0.203,0.6054999999999999,0.759,N33699
anger,0.5455,,,0.0,-0.51,0.0,0.0,N28365
rage,0.6606000000000001,,,0.0,-0.878,0.0,0.0,N3480
delight,0.9758,ecstasy,0.8484999999999999,0.94,0.0,0.982,0.755,N10340
ecstasy,0.4182,delight,0.0924,0.7979999999999999,0.242,0.6905,0.0,N6405
loathing,0.36210000000000003,grief,0.22390000000000002,-0.7339,0.0,-0.7795000000000001,0.0,N49603
anger,0.997,sadness,0.7409,-0.5745,-0.659,-0.09,0.0,N38829
bliss,0.2848,joy,0.16519999999999999,0.3845,0.754,0.125,0.0,N22468
loathing,0.8726999999999999,rage,0.3909,0.0,-0.789,-0.948,0.0,N57850
loathing,0.397,grief,0.3258,-0.7675,0.0,-0.7909999999999999,-0.45399999999999996,N6494
ecstasy,0.6667000000000001,delight,0.4727,0.88,0.0,0.816,0.0,N42553
grief,0.897,disgust,0.6227,-0.956,-0.188,-0.5355,0.0,N54129
ecstasy,0.8667,enthusiasm,0.7121,0.946,0.0,0.7463,0.895,N13135
grief,0.8484999999999999,terror,0.7076,-0.94,0.0,-0.7735,-0.8935,N28750
fear,0.5273,anger,0.2848,0.0,-0.424,0.0,-0.504,N15943
ecstasy,0.9288,enthusiasm,0.6848000000000001,0.9665,0.765,0.32899999999999996,0.8859999999999999,N1104
delight,0.6879000000000001,ecstasy,0.6833,0.8855,0.8079999999999999,0.887,0.0,N31668
fear,0.8787999999999999,dislike,0.9788,0.0,0.0,-0.32299999999999995,-0.62,N30924
rage,0.9879000000000001,grief,0.6424,-0.872,-0.986,0.0,-0.6413,N2566
grief,0.8726999999999999,disgust,0.847,-0.948,0.0,-0.6095,0.0,N3298
rage,0.7182,disgust,0.275,-0.3771,-0.897,-0.4208,0.0,N48180
ecstasy,0.6606000000000001,delight,0.3818,0.878,0.0,0.7859999999999999,0.785,N59894
anger,0.4606,,,0.0,-0.48200000000000004,0.0,0.0,N57184
delight,0.37270000000000003,ecstasy,0.2242,0.7340000000000001,0.0,0.7829999999999999,0.0,N59746
loathing,0.5545,,,0.0,0.0,-0.843,0.0,N48552
ecstasy,0.7545000000000001,pleasantness,0.353,0.909,0.292,0.4465,0.0,N62474
ecstasy,0.7492,enthusiasm,0.6045,0.9073,0.0,0.8035,0.8595,N45123
eagerness,0.9576,pleasantness,0.16670000000000001,0.0,0.336,0.385,0.6459999999999999,N43375
ecstasy,0.6182,eagerness,0.3455,0.8640000000000001,0.0,0.0,0.444,N53543
ecstasy,0.8332999999999999,bliss,0.4061,0.935,0.794,0.0,0.778,N25696
,,,,,,,,N38077
delight,0.9879000000000001,joy,0.7394,0.574,0.449,0.986,0.0,N59557
pleasantness,0.8136,calmness,0.5121,0.0,0.499,0.5985,0.0,N4291
ecstasy,0.7818,delight,0.4023,0.9179999999999999,0.0,0.7928000000000001,0.0,N15128
ecstasy,0.5697,delight,0.3576,0.848,0.499,0.778,0.0,N19450
grief,0.9848,loathing,0.8576,-0.985,-0.49,-0.943,-0.772,N59781
bliss,0.9636,ecstasy,0.5121,0.8290000000000001,0.978,0.32899999999999996,0.6695,N52089
ecstasy,0.5515,delight,0.2788,0.8420000000000001,0.267,0.752,0.0,N5073
pleasantness,0.8848,,,0.0,0.0,0.622,0.0,N425
grief,0.8742,loathing,0.4818,-0.9484999999999999,0.0,-0.8190000000000001,0.0,N8730
terror,0.7787999999999999,loathing,0.4939,-0.32899999999999996,0.0,-0.823,-0.917,N16377
ecstasy,0.8061,delight,0.2902,0.9259999999999999,0.096,0.7558,0.743,N5708
