News_ID,primary_mood,primary_mood_weight,secondary_mood,secondary_mood_weight,introspection,temper,attitude,sensitivity,Category,SubCategory,Title,Abstract,URL,Title_Entities,Abstract_Entities
N37987,terror,0.2848,melancholy,0.153,-0.0504999999999999,0.0,0.0,-0.754,foodanddrink,tipsandtricks,14 Unexpected Items That These Chefs Never Refrigerate,"From butter to cheese, you probably have these foods in your fridge at home. Here's why that's not the best place for them.",https://assets.msn.com/labs/mind/AAGKncX.html,[],[]
N54012,ecstasy,0.7620999999999999,delight,0.3136,0.9115,0.0,0.7635,0.0,foodanddrink,restaurantsandnews,Don't Miss These Under-the-Radar Restaurants in Every State,"In every state, there are beloved but little-known restaurants that serve up phenomenal food. Locals may not want to spread the word for fear of long lines, or maybe these spots are far from city centers   no matter why they're low-profile, they're worth finding. Here are under-the-radar eateries for you to discover.",https://assets.msn.com/labs/mind/AAIzv30.html,[],[]
N44438,enthusiasm,0.6788,,,0.0,0.0,0.0,0.884,sports,football_nfl,Ramsey promises Rams no holdout,The Los Angeles Rams' blockbuster acquisition of Jalen Ramsey last week had a pretty big caveat but following the 2020 season he could hold out.,https://assets.msn.com/labs/mind/AAJ4nHP.html,"[{""Label"": ""Los Angeles Rams"", ""Type"": ""O"", ""WikidataId"": ""Q337377"", ""Confidence"": 0.998, ""OccurrenceOffsets"": [16], ""SurfaceForms"": [""Rams""]}, {""Label"": ""Jalen Ramsey"", ""Type"": ""P"", ""WikidataId"": ""Q18631600"", ""Confidence"": 0.999, ""OccurrenceOffsets"": [0], ""SurfaceForms"": [""Ramsey""]}]","[{""Label"": ""Los Angeles Rams"", ""Type"": ""O"", ""WikidataId"": ""Q337377"", ""Confidence"": 0.998, ""OccurrenceOffsets"": [4], ""SurfaceForms"": [""Los Angeles Rams""]}, {""Label"": ""Jalen Ramsey"", ""Type"": ""P"", ""WikidataId"": ""Q18631600"", ""Confidence"": 0.999, ""OccurrenceOffsets"": [49], ""SurfaceForms"": [""Jalen Ramsey""]}]"
N40813,ecstasy,0.7818,enthusiasm,0.6848000000000001,0.918,0.0,0.7959999999999999,0.8859999999999999,sports,baseball_mlb_videos,Steve Phillips Previews Game 6 of the World Series,The Nationals will look to force a Game 7 of the World Series when they face Justin Verlander and the Astros in Game 6 on Tuesday. MLB Insider Steve Phillips joins the show to discuss the matchup.,https://assets.msn.com/labs/mind/AAJwqE8.html,"[{""Label"": ""World Series"", ""Type"": ""E"", ""WikidataId"": ""Q265538"", ""Confidence"": 0.969, ""OccurrenceOffsets"": [38], ""SurfaceForms"": [""World Series""]}]","[{""Label"": ""World Series"", ""Type"": ""E"", ""WikidataId"": ""Q265538"", ""Confidence"": 0.969, ""OccurrenceOffsets"": [49], ""SurfaceForms"": [""World Series""]}, {""Label"": ""Justin Verlander"", ""Type"": ""P"", ""WikidataId"": ""Q981788"", ""Confidence"": 1.0, ""OccurrenceOffsets"": [77], ""SurfaceForms"": [""Justin Verlander""]}, {""Label"": ""Houston Astros"", ""Type"": ""O"", ""WikidataId"": ""Q848117"", ""Confidence"": 1.0, ""OccurrenceOffsets"": [102], ""SurfaceForms"": [""Astros""]}, {""Label"": ""Washington Nationals"", ""Type"": ""O"", ""WikidataId"": ""Q825838"", ""Confidence"": 0.999, ""OccurrenceOffsets"": [4], ""SurfaceForms"": [""Nationals""]}]"
N9138,grief,0.8120999999999999,loathing,0.2636,-0.928,0.0,-0.747,0.0,sports,baseball_mlb,Aaron Judge will want that one back,Aaron Judge is pretty far down the list of people to blame for the Yankees losing the ALCS to the Astros in six games. Edwin Encarnacion forgot how to hit; Brian Cashman forgot how to make a brazen trade for a starting pitcher; the Astros are nearly the perfect team. But Judge made the type of mental mistake on Saturday night that's extremely easy to remember. With the Yankees ...,https://assets.msn.com/labs/mind/AAJ46hX.html,"[{""Label"": ""Aaron Judge"", ""Type"": ""P"", ""WikidataId"": ""Q16234676"", ""Confidence"": 1.0, ""OccurrenceOffsets"": [0], ""SurfaceForms"": [""Aaron Judge""]}]","[{""Label"": ""Aaron Judge"", ""Type"": ""P"", ""WikidataId"": ""Q16234676"", ""Confidence"": 1.0, ""OccurrenceOffsets"": [0, 272], ""SurfaceForms"": [""Aaron Judge"", ""Judge""]}, {""Label"": ""Houston Astros"", ""Type"": ""O"", ""WikidataId"": ""Q848117"", ""Confidence"": 1.0, ""OccurrenceOffsets"": [98, 232], ""SurfaceForms"": [""Astros"", ""Astros""]}, {""Label"": ""New York Yankees"", ""Type"": ""O"", ""WikidataId"": ""Q213417"", ""Confidence"": 1.0, ""OccurrenceOffsets"": [67, 372], ""SurfaceForms"": [""Yankees"", ""Yankees""]}, {""Label"": ""Brian Cashman"", ""Type"": ""P"", ""WikidataId"": ""Q2924879"", ""Confidence"": 1.0, ""OccurrenceOffsets"": [156], ""SurfaceForms"": [""Brian Cashman""]}, {""Label"": ""Edwin Encarnaci\u00f3n"", ""Type"": ""P"", ""WikidataId"": ""Q633736"", ""Confidence"": 1.0, ""OccurrenceOffsets"": [119], ""SurfaceForms"": [""Edwin Encarnacion""]}]"
N4978,ecstasy,0.5697,pleasantness,0.4242,0.848,0.249,0.47,0.0,news,newsus,"Democratic debate, impeachment inquiry deadlines: 5 things to know Tuesday","The fourth Democratic debate will feature 12 candidates, subpoena deadlines in the Turmp impeachment inquiry arrive and more news to know Tuesday.",https://assets.msn.com/labs/mind/AAINv8v.html,[],[]
N2770,bliss,0.9636,ecstasy,0.7121,0.895,0.978,0.0,0.748,sports,racing,Clutch in the playoffs: Drivers who won in critical situations,"Since NASCAR instituted the elimination-style playoff format in 2014, we've seen several drivers elevate their abilities with everything on the line.",https://assets.msn.com/labs/mind/AAHfzHX.html,[],"[{""Label"": ""NASCAR"", ""Type"": ""U"", ""WikidataId"": ""Q233929"", ""Confidence"": 0.993, ""OccurrenceOffsets"": [6], ""SurfaceForms"": [""NASCAR""]}]"
N3906,grief,0.7106,loathing,0.4211999999999999,-0.8945000000000001,0.0,-0.799,0.0,health,voices,I Tested Positive for the Alzheimer's Gene at Age 26,"A DNA testing kit is like a crystal ball, but what if you don't like what you see?",https://assets.msn.com/labs/mind/AAHxi2T.html,"[{""Label"": ""Alzheimer's disease"", ""Type"": ""U"", ""WikidataId"": ""Q11081"", ""Confidence"": 1.0, ""OccurrenceOffsets"": [26], ""SurfaceForms"": [""Alzheimer's""]}]","[{""Label"": ""A-DNA"", ""Type"": ""U"", ""WikidataId"": ""Q2360205"", ""Confidence"": 0.999, ""OccurrenceOffsets"": [0], ""SurfaceForms"": [""A DNA""]}]"
N29824,ecstasy,0.9515,bliss,0.2485,0.974,0.742,0.0,0.0,finance,finance-savemoney,Grocery shopping mistakes you don't want to make,A trip to grocery store can be a psyops experience. Don't go unaware.,https://assets.msn.com/labs/mind/AAHc04P.html,"[{""Label"": ""Grocery store"", ""Type"": ""C"", ""WikidataId"": ""Q15825471"", ""Confidence"": 1.0, ""OccurrenceOffsets"": [0], ""SurfaceForms"": [""Grocery""]}]","[{""Label"": ""Grocery store"", ""Type"": ""C"", ""WikidataId"": ""Q15825471"", ""Confidence"": 1.0, ""OccurrenceOffsets"": [10], ""SurfaceForms"": [""grocery store""]}]"
N21453,eagerness,0.997,pleasantness,0.1242,0.0,0.2319999999999999,0.371,0.659,sports,football_nfl_videos,"NFL Power Rankings: Rodgers looks like a legit MVP, as the Eagles have serious problems.","Sports Pulse: The Bears continue to fall, as the quarterbacks on the Packers, Vikings and Colts shine.",https://assets.msn.com/labs/mind/AAJaCQy.html,"[{""Label"": ""Sports rating system"", ""Type"": ""C"", ""WikidataId"": ""Q7579939"", ""Confidence"": 1.0, ""OccurrenceOffsets"": [4], ""SurfaceForms"": [""Power Rankings""]}, {""Label"": ""Philadelphia Eagles"", ""Type"": ""O"", ""WikidataId"": ""Q219714"", ""Confidence"": 0.954, ""OccurrenceOffsets"": [59], ""SurfaceForms"": [""Eagles""]}, {""Label"": ""National Football League"", ""Type"": ""O"", ""WikidataId"": ""Q1215884"", ""Confidence"": 0.996, ""OccurrenceOffsets"": [0], ""SurfaceForms"": [""NFL""]}]","[{""Label"": ""Minnesota Vikings"", ""Type"": ""O"", ""WikidataId"": ""Q221150"", ""Confidence"": 1.0, ""OccurrenceOffsets"": [78], ""SurfaceForms"": [""Vikings""]}, {""Label"": ""Chicago Bears"", ""Type"": ""O"", ""WikidataId"": ""Q205033"", ""Confidence"": 0.998, ""OccurrenceOffsets"": [18], ""SurfaceForms"": [""Bears""]}, {""Label"": ""Green Bay Packers"", ""Type"": ""O"", ""WikidataId"": ""Q213837"", ""Confidence"": 1.0, ""OccurrenceOffsets"": [69], ""SurfaceForms"": [""Packers""]}]"
N2336,grief,0.6212,loathing,0.3667,-0.865,0.0,-0.7809999999999999,-0.3289999999999999,sports,football_nfl,"Michael Bennett Sounds Off On Suspension, Trade Rumors, Role With Patriots",FOXBORO Mass. -- Michael Bennett addressed reporters for roughly three minutes after Wednesday's New England Patriots practice the defensive end's first since the team suspended him one game following an,https://assets.msn.com/labs/mind/AAJfUhY.html,"[{""Label"": ""New England Patriots"", ""Type"": ""O"", ""WikidataId"": ""Q193390"", ""Confidence"": 1.0, ""OccurrenceOffsets"": [66], ""SurfaceForms"": [""Patriots""]}]","[{""Label"": ""New England Patriots"", ""Type"": ""O"", ""WikidataId"": ""Q193390"", ""Confidence"": 1.0, ""OccurrenceOffsets"": [97], ""SurfaceForms"": [""New England Patriots""]}, {""Label"": ""Foxborough, Massachusetts"", ""Type"": ""G"", ""WikidataId"": ""Q830669"", ""Confidence"": 1.0, ""OccurrenceOffsets"": [0], ""SurfaceForms"": [""FOXBORO""]}]"
N34300,ecstasy,0.6712,delight,0.4818,0.8815000000000001,0.6495000000000001,0.8190000000000001,0.0,lifestyle,lifestylediy,23 Genius Home Improvement Projects You Can Do in an Hour (or Less!),These easy and affordable home improvement projects will transform your abode into something spectacular in 60 minutes or less.,https://assets.msn.com/labs/mind/AAGKocc.html,[],"[{""Label"": ""60 Minutes"", ""Type"": ""W"", ""WikidataId"": ""Q247869"", ""Confidence"": 0.995, ""OccurrenceOffsets"": [108], ""SurfaceForms"": [""60 minutes""]}]"
N32180,ecstasy,0.6242,pleasantness,0.8737,0.866,0.0,0.6183,0.0,news,newsus,Simsbury police chief recommends firing sergeant for 'malicious gossip' and 'lack of respect and truthfulness',"Simsbury police Chief Nicholas Boulter has recommended firing one of his sergeants, based on the sergeant's behavior during an internal investigation into his conduct. But the sergeant's lawyer is pushing back and says that the internal investigation itself was unjust because Boulter was both the investigator and the victim of the alleged misconduct. At a Tuesday evening police commission ...",https://assets.msn.com/labs/mind/AAISy6Q.html,"[{""Label"": ""Simsbury, Connecticut"", ""Type"": ""G"", ""WikidataId"": ""Q753950"", ""Confidence"": 1.0, ""OccurrenceOffsets"": [0], ""SurfaceForms"": [""Simsbury""]}]","[{""Label"": ""Simsbury, Connecticut"", ""Type"": ""G"", ""WikidataId"": ""Q753950"", ""Confidence"": 1.0, ""OccurrenceOffsets"": [0], ""SurfaceForms"": [""Simsbury""]}]"
N51363,ecstasy,0.8181999999999999,calmness,0.7424,0.93,0.575,0.4504999999999999,0.0,sports,football_nfl,Trying to talk yourself into picking the Browns? Here are 3 things to consider,"BEREA, Ohio -- No one wants to hear about moral victories. Odell Beckham Jr. certainly didn't on Wednesday, a few days before the Browns took off for Massachusetts to take on the Patriots. ""We're not going to the Patriots to play a good game and pat ourselves on the back and come back to Cleveland and keep working,"" Beckham said. ""We're going down there to win, we're preparing to win, there's ...",https://assets.msn.com/labs/mind/AAJgSrD.html,"[{""Label"": ""Cleveland Browns"", ""Type"": ""O"", ""WikidataId"": ""Q223527"", ""Confidence"": 0.997, ""OccurrenceOffsets"": [41], ""SurfaceForms"": [""Browns""]}]","[{""Label"": ""Cleveland Browns"", ""Type"": ""O"", ""WikidataId"": ""Q223527"", ""Confidence"": 0.997, ""OccurrenceOffsets"": [130, 289], ""SurfaceForms"": [""Browns"", ""Cleveland""]}, {""Label"": ""New England Patriots"", ""Type"": ""O"", ""WikidataId"": ""Q193390"", ""Confidence"": 0.999, ""OccurrenceOffsets"": [179, 213], ""SurfaceForms"": [""Patriots"", ""Patriots""]}, {""Label"": ""Odell Beckham Jr."", ""Type"": ""P"", ""WikidataId"": ""Q16212482"", ""Confidence"": 1.0, ""OccurrenceOffsets"": [59, 318], ""SurfaceForms"": [""Odell Beckham Jr."", ""Beckham""]}, {""Label"": ""Berea, Ohio"", ""Type"": ""G"", ""WikidataId"": ""Q818897"", ""Confidence"": 1.0, ""OccurrenceOffsets"": [0], ""SurfaceForms"": [""BEREA""]}, {""Label"": ""Massachusetts"", ""Type"": ""G"", ""WikidataId"": ""Q771"", ""Confidence"": 1.0, ""OccurrenceOffsets"": [150], ""SurfaceForms"": [""Massachusetts""]}, {""Label"": ""Ohio"", ""Type"": ""G"", ""WikidataId"": ""Q1397"", ""Confidence"": 0.998, ""OccurrenceOffsets"": [7], ""SurfaceForms"": [""Ohio""]}]"
N1145,terror,0.8181999999999999,loathing,0.3424,0.0,0.0,-0.773,-0.93,health,nutrition,"When trying to lose weight, morning meals are better than evening ones","As our understanding of nutrition has evolved, we've learned that eating earlier in the day can be more favorable for shedding pounds, while eating later can interfere with weight loss -- and for more than one reason.",https://assets.msn.com/labs/mind/AAIzvQu.html,[],[]
N34544,disgust,0.997,,,0.0,0.0,-0.659,0.0,movies,movievideo,Trailer - Bombshell,Trailer 1,https://assets.msn.com/labs/mind/AAGpCIZ.html,[],[]
N52876,grief,0.8484999999999999,loathing,0.6045,-0.94,0.0,-0.8595,0.0,news,newspolitics,Rep. Collins: House impeachment vote confirms everything Democrats are doing is wrong,Republican Rep. Doug Collins calls the upcoming House vote to formalize the Trump impeachment process a 'sham.',https://assets.msn.com/labs/mind/AAJwqEv.html,"[{""Label"": ""United States House of Representatives"", ""Type"": ""B"", ""WikidataId"": ""Q11701"", ""Confidence"": 0.916, ""OccurrenceOffsets"": [14], ""SurfaceForms"": [""House""]}, {""Label"": ""Democratic Party (United States)"", ""Type"": ""O"", ""WikidataId"": ""Q29552"", ""Confidence"": 1.0, ""OccurrenceOffsets"": [57], ""SurfaceForms"": [""Democrats""]}]","[{""Label"": ""United States House of Representatives"", ""Type"": ""B"", ""WikidataId"": ""Q11701"", ""Confidence"": 0.916, ""OccurrenceOffsets"": [48], ""SurfaceForms"": [""House""]}, {""Label"": ""Republican Party (United States)"", ""Type"": ""O"", ""WikidataId"": ""Q29468"", ""Confidence"": 0.953, ""OccurrenceOffsets"": [11], ""SurfaceForms"": [""Rep.""]}]"
N44940,ecstasy,0.9424,enthusiasm,0.6848000000000001,0.971,0.0,0.7785,0.8859999999999999,autos,autosclassics,Garage Full of Rare Mopar Gold!,"Al Decarolis' New Jersey garage is packed with rare Mopar E- and B-Body Mopars, plus a few killer Bow Ties.",https://assets.msn.com/labs/mind/AAI4CVR.html,[],"[{""Label"": ""New Jersey"", ""Type"": ""G"", ""WikidataId"": ""Q1408"", ""Confidence"": 0.999, ""OccurrenceOffsets"": [14], ""SurfaceForms"": [""New Jersey""]}]"
N57751,grief,0.6758,rage,0.5242,-0.883,-0.833,-0.26,-0.617,sports,baseball_mlb,Jose Altuve walk-off bomb off Aroldis Chapman ends Yankees season in 'failure',"HOUSTON -- Aaron Judge had to walk around the celebration that was forming on the infield. Jose Altuve had just crushed a two-run, walk-off home run off Yankees closer Aroldis Chapman for a 6-4 Astros win over the Yankees, clinching the American League Championship Series Saturday night. The young face of the Yankees franchise made the slow walk in from right field having to watch a ...",https://assets.msn.com/labs/mind/AAJ46i2.html,"[{""Label"": ""New York Yankees"", ""Type"": ""O"", ""WikidataId"": ""Q213417"", ""Confidence"": 1.0, ""OccurrenceOffsets"": [51], ""SurfaceForms"": [""Yankees""]}, {""Label"": ""Aroldis Chapman"", ""Type"": ""P"", ""WikidataId"": ""Q1133513"", ""Confidence"": 1.0, ""OccurrenceOffsets"": [30], ""SurfaceForms"": [""Aroldis Chapman""]}, {""Label"": ""Jos\u00e9 Altuve"", ""Type"": ""P"", ""WikidataId"": ""Q3186148"", ""Confidence"": 1.0, ""OccurrenceOffsets"": [0], ""SurfaceForms"": [""Jose Altuve""]}]","[{""Label"": ""New York Yankees"", ""Type"": ""O"", ""WikidataId"": ""Q213417"", ""Confidence"": 1.0, ""OccurrenceOffsets"": [153, 214, 311], ""SurfaceForms"": [""Yankees"", ""Yankees"", ""Yankees""]}, {""Label"": ""Aaron Judge"", ""Type"": ""P"", ""WikidataId"": ""Q16234676"", ""Confidence"": 1.0, ""OccurrenceOffsets"": [11], ""SurfaceForms"": [""Aaron Judge""]}, {""Label"": ""Aroldis Chapman"", ""Type"": ""P"", ""WikidataId"": ""Q1133513"", ""Confidence"": 1.0, ""OccurrenceOffsets"": [168], ""SurfaceForms"": [""Aroldis Chapman""]}, {""Label"": ""Jos\u00e9 Altuve"", ""Type"": ""P"", ""WikidataId"": ""Q3186148"", ""Confidence"": 1.0, ""OccurrenceOffsets"": [91], ""SurfaceForms"": [""Jose Altuve""]}]"
N26634,ecstasy,0.7038,bliss,0.6273,0.8923000000000001,0.867,0.51,0.794,sports,football_nfl,"Refs blow whistle early, cost Bucs late go-ahead TD in Titans win",,https://assets.msn.com/labs/mind/AAJrGfW.html,"[{""Label"": ""Tennessee Titans"", ""Type"": ""O"", ""WikidataId"": ""Q320484"", ""Confidence"": 0.998, ""OccurrenceOffsets"": [55], ""SurfaceForms"": [""Titans""]}]",[]
N19818,enthusiasm,0.9152,pleasantness,0.9295,0.5765,0.499,0.6368,0.962,lifestyle,lifestyleroyals,When royals invite us inside their palatial homes   see photos,"See inside the stunning palaces, homes and gardens of various royal families around the world.",https://assets.msn.com/labs/mind/AAHxjRE.html,[],[]
N32202,ecstasy,0.7242000000000001,delight,0.1197,0.899,0.0,0.6995,0.0,finance,finance-real-estate,The world's best private beaches you can actually buy,Fancy snagging your own white-sand retreat? The dream might just be more achievable than you think.,https://assets.msn.com/labs/mind/AAIp6Fi.html,[],[]
N5551,calmness,0.9076,joy,0.5893999999999999,0.5245000000000001,0.6295000000000001,0.158,0.113,news,newsus,Dallas TV station apologizes for not interrupting Cowboys coverage for tornado warning,NBC Channel 5 news station apologized Monday for not interrupting coverage of the Dallas Cowboys game with a tornado warning Sunday night. An EF-3 tornado hit Dallas on Sunday evening and caused substantial damage at about 9:15 p.m. NBC 5 was broadcasting the Dallas Cowboys game and did not interrupt programming when a tornado warning was issued for the area. Some said they received ...,https://assets.msn.com/labs/mind/AAJaCR8.html,"[{""Label"": ""Tornado warning"", ""Type"": ""C"", ""WikidataId"": ""Q3297873"", ""Confidence"": 1.0, ""OccurrenceOffsets"": [71], ""SurfaceForms"": [""tornado warning""]}, {""Label"": ""Dallas Cowboys"", ""Type"": ""O"", ""WikidataId"": ""Q204862"", ""Confidence"": 1.0, ""OccurrenceOffsets"": [50], ""SurfaceForms"": [""Cowboys""]}]","[{""Label"": ""Tornado warning"", ""Type"": ""C"", ""WikidataId"": ""Q3297873"", ""Confidence"": 1.0, ""OccurrenceOffsets"": [109, 321], ""SurfaceForms"": [""tornado warning"", ""tornado warning""]}, {""Label"": ""Dallas Cowboys"", ""Type"": ""O"", ""WikidataId"": ""Q204862"", ""Confidence"": 1.0, ""OccurrenceOffsets"": [82, 260], ""SurfaceForms"": [""Dallas Cowboys"", ""Dallas Cowboys""]}, {""Label"": ""WMAQ-TV"", ""Type"": ""M"", ""WikidataId"": ""Q3564723"", ""Confidence"": 0.982, ""OccurrenceOffsets"": [233], ""SurfaceForms"": [""NBC 5""]}, {""Label"": ""Enhanced Fujita scale"", ""Type"": ""U"", ""WikidataId"": ""Q429050"", ""Confidence"": 1.0, ""OccurrenceOffsets"": [142], ""SurfaceForms"": [""EF-3""]}, {""Label"": ""Channel 5 (UK)"", ""Type"": ""M"", ""WikidataId"": ""Q1062280"", ""Confidence"": 1.0, ""OccurrenceOffsets"": [4], ""SurfaceForms"": [""Channel 5""]}, {""Label"": ""NBC"", ""Type"": ""O"", ""WikidataId"": ""Q13974"", ""Confidence"": 0.994, ""OccurrenceOffsets"": [0], ""SurfaceForms"": [""NBC""]}]"
N35993,rage,0.3878999999999999,grief,0.0742,-0.6845,-0.7879999999999999,-0.4654999999999999,0.0,lifestyle,lifestyleparenting,6 Real Moms on How They Deal with Parental Burnout,Parental burnout is real but it's how you deal with it that counts. We asked real moms to share their tactics for rebooting when they need it most.,https://assets.msn.com/labs/mind/AAGKosa.html,"[{""Label"": ""Parent"", ""Type"": ""C"", ""WikidataId"": ""Q114264"", ""Confidence"": 1.0, ""OccurrenceOffsets"": [34], ""SurfaceForms"": [""Parental""]}]",[]
N36357,enthusiasm,0.7364,delight,0.2212,0.0,0.0,0.733,0.903,sports,football_nfl,"Jalen Ramsey expresses desire to stay with Rams ""for years and years to come""","New Rams cornerback Jalen Ramsey has yet to speak to reporters in L.A. However, he did speak via his 17 Weeks podcast commitment, produced by Lebron James' and Maverick Carter's Uninterrupted (except when the topic of China comes up) and SiriusXM/Pandora. ""I'm checking in after a huge, I mean, big, big day for me,"" Ramsey [more]",https://assets.msn.com/labs/mind/AAISy8L.html,"[{""Label"": ""Jalen Ramsey"", ""Type"": ""P"", ""WikidataId"": ""Q18631600"", ""Confidence"": 1.0, ""OccurrenceOffsets"": [0], ""SurfaceForms"": [""Jalen Ramsey""]}, {""Label"": ""Los Angeles Rams"", ""Type"": ""O"", ""WikidataId"": ""Q337377"", ""Confidence"": 0.996, ""OccurrenceOffsets"": [43], ""SurfaceForms"": [""Rams""]}]","[{""Label"": ""Jalen Ramsey"", ""Type"": ""P"", ""WikidataId"": ""Q18631600"", ""Confidence"": 1.0, ""OccurrenceOffsets"": [20, 317], ""SurfaceForms"": [""Jalen Ramsey"", ""Ramsey""]}, {""Label"": ""Los Angeles Rams"", ""Type"": ""O"", ""WikidataId"": ""Q337377"", ""Confidence"": 0.996, ""OccurrenceOffsets"": [4], ""SurfaceForms"": [""Rams""]}, {""Label"": ""LeBron James"", ""Type"": ""P"", ""WikidataId"": ""Q36159"", ""Confidence"": 1.0, ""OccurrenceOffsets"": [142, 178], ""SurfaceForms"": [""Lebron James"", ""Uninterrupted""]}, {""Label"": ""Pandora Radio"", ""Type"": ""O"", ""WikidataId"": ""Q1196431"", ""Confidence"": 0.911, ""OccurrenceOffsets"": [247], ""SurfaceForms"": [""Pandora""]}, {""Label"": ""Los Angeles"", ""Type"": ""G"", ""WikidataId"": ""Q65"", ""Confidence"": 1.0, ""OccurrenceOffsets"": [66], ""SurfaceForms"": [""L.A.""]}, {""Label"": ""Sirius XM Satellite Radio"", ""Type"": ""N"", ""WikidataId"": ""Q3277465"", ""Confidence"": 1.0, ""OccurrenceOffsets"": [238], ""SurfaceForms"": [""SiriusXM""]}]"
N24959,terror,0.1167,annoyance,0.997,0.0,-0.3289999999999999,0.0,-0.6984999999999999,video,science,Why Army Ants Get Trapped in 'Death Circles',"Army ants are blind and use pheromones to follow trails of other ants, but if a trail loops they get locked running in an endless circle.",https://assets.msn.com/labs/mind/AAIzvuf.html,"[{""Label"": ""Army ant"", ""Type"": ""U"", ""WikidataId"": ""Q332747"", ""Confidence"": 1.0, ""OccurrenceOffsets"": [4], ""SurfaceForms"": [""Army Ants""]}]",[]
N29740,delight,0.5529999999999999,ecstasy,0.5061,0.8270000000000001,0.0,0.8425,0.0,music,music-celebrity,A Detailed List of Gwen Stefani and Blake Shelton's Cutest Moments,The Voice is officially the best matchmaker ever.,https://assets.msn.com/labs/mind/AAI4Cm5.html,"[{""Label"": ""Gwen Stefani"", ""Type"": ""P"", ""WikidataId"": ""Q483379"", ""Confidence"": 1.0, ""OccurrenceOffsets"": [19], ""SurfaceForms"": [""Gwen Stefani""]}, {""Label"": ""Blake Shelton"", ""Type"": ""P"", ""WikidataId"": ""Q94831"", ""Confidence"": 1.0, ""OccurrenceOffsets"": [36], ""SurfaceForms"": [""Blake Shelton""]}]",[]
N62357,enthusiasm,0.7173999999999999,delight,0.4939,0.0,0.0,0.823,0.8968,sports,football_ncaa,Fan falls from upper deck during Oklahoma State-Iowa State game,An unidentified fan fell from Jack Trice Stadium's upper deck to the lower deck during Saturday's Iowa State-Oklahoma State football game,https://assets.msn.com/labs/mind/AAJrGjA.html,[],"[{""Label"": ""Jack Trice Stadium"", ""Type"": ""F"", ""WikidataId"": ""Q3157332"", ""Confidence"": 1.0, ""OccurrenceOffsets"": [30], ""SurfaceForms"": [""Jack Trice Stadium""]}]"
N45102,bliss,0.8576,ecstasy,0.6212,0.865,0.943,0.768,0.0,foodanddrink,restaurantsandnews,How To Eat and Drink Your Way Through the MGM Grand in 24 Hours,Never miss a good meal or drink.,https://assets.msn.com/labs/mind/AAHg0a9.html,"[{""Label"": ""MGM Grand Las Vegas"", ""Type"": ""F"", ""WikidataId"": ""Q713960"", ""Confidence"": 0.997, ""OccurrenceOffsets"": [42], ""SurfaceForms"": [""MGM Grand""]}]",[]
N38064,grief,0.7424,loathing,0.2591,-0.905,0.0,-0.7454999999999999,0.0,travel,traveltips,Dodging sticky fingers: How to outfox pickpockets,"I don't give much thought to petty crime when I travel abroad. I'm well aware that it happens: I've been preaching about the importance of wearing a money belt for decades. And for decades-- probably about a total of 4,000 days of travel-- I've never been hit by a thief.",https://assets.msn.com/labs/mind/AAGm71D.html,[],[]
N49210,ecstasy,0.7091,enthusiasm,0.4,0.894,0.3229999999999999,0.396,0.792,sports,football_nfl,Bill Belichick Expects NFL To Close This Loophole Patriots Exploited Vs. Jets,EAST RUTHERFORD N.J. -- Bill Belichick expects the shenanigans he gleefully pulled late in Monday night's blowout win over the New York Jets to soon be outlawed. Early in the,https://assets.msn.com/labs/mind/AAJaCVe.html,"[{""Label"": ""Bill Belichick"", ""Type"": ""P"", ""WikidataId"": ""Q720027"", ""Confidence"": 1.0, ""OccurrenceOffsets"": [0], ""SurfaceForms"": [""Bill Belichick""]}, {""Label"": ""National Football League"", ""Type"": ""O"", ""WikidataId"": ""Q1215884"", ""Confidence"": 1.0, ""OccurrenceOffsets"": [23], ""SurfaceForms"": [""NFL""]}]","[{""Label"": ""Bill Belichick"", ""Type"": ""P"", ""WikidataId"": ""Q720027"", ""Confidence"": 1.0, ""OccurrenceOffsets"": [24], ""SurfaceForms"": [""Bill Belichick""]}, {""Label"": ""New York Jets"", ""Type"": ""O"", ""WikidataId"": ""Q219602"", ""Confidence"": 1.0, ""OccurrenceOffsets"": [127], ""SurfaceForms"": [""New York Jets""]}, {""Label"": ""East Rutherford, New Jersey"", ""Type"": ""G"", ""WikidataId"": ""Q746830"", ""Confidence"": 1.0, ""OccurrenceOffsets"": [0], ""SurfaceForms"": [""EAST RUTHERFORD""]}, {""Label"": ""New Jersey"", ""Type"": ""G"", ""WikidataId"": ""Q1408"", ""Confidence"": 0.999, ""OccurrenceOffsets"": [16], ""SurfaceForms"": [""N.J.""]}]"
N49345,ecstasy,0.8068000000000001,bliss,0.7106,0.9263,0.8945000000000001,0.7070000000000001,0.8290000000000001,autos,autosresearchguides,"Top 10 Cheapest New Cars for 2020, and Which Are Worth Driving",You want an inexpensive new car? Try one of these,https://assets.msn.com/labs/mind/AAHtiHs.html,[],[]
N31851,ecstasy,0.703,pleasantness,0.347,0.892,0.307,0.4445,0.0,lifestyle,lifestylepets,ADVICE ON PETS: Knowing when it's time to say goodbye to your pet,"Hello friends! Tuki here on my perch at the Potter League. I was hanging out at the front desk the other day when a family came in to adopt a new dog. I heard them say that their family dog, who was 13 years old, had to be laid to rest several months earlier and now they wanted to add a new furry member to their family. Like so many things that happen here   this got me thinking. How did they ...",https://assets.msn.com/labs/mind/AAJKIrX.html,[],[]
